Detail for each storm on Atlantic Hurricanes:

ID	TotalDistance 	 Max 	 Mean
EP031987	1251.92	16.6	11.59
EP041987	988.05	13.14	8.23
EP051987	910.55	13.91	8.43
EP061987	1744.4	13.75	10.02
EP071987	1524.5	12.51	9.41
EP081987	1974.54	13.05	9.68
EP091987	1140.13	12.23	8.64
EP101987	2142.7	20.45	10.82
CP011987	939.92	14.1	10.44
EP111987	609.73	14.79	12.7
EP121987	1054.19	13.51	8.78
EP131987	1603.89	18.92	9.55
EP141987	744.77	11.09	5.17
EP151987	1315.13	16.3	8.12
CP021987	999.78	11.12	6.94
EP161987	146.05	8.03	6.08
EP171987	1263.27	11.93	8.1
EP181987	1044.36	16.98	10.24
EP011988	520.2	6.48	4.56
EP021988	556.83	12.55	11.6
EP031988	1504.51	12.58	9.29
EP041988	1520.26	13.61	8.74
EP051988	1086.62	9.07	7.55
EP061988	2584.61	12.64	8.97
EP071988	1338.85	18.67	9.3
EP081988	2735.64	15.71	11.4
EP091988	1699.98	16.84	8.1
EP101988	556.86	9.24	5.16
CP011988	3148.77	18.86	8.46
EP111988	1256.71	12.74	6.16
CP021988	716.88	10.39	6.29
EP121988	2493.09	14.85	11.23
EP131988	2002.76	13.63	8.14
EP141988	427.66	11.44	5.48
EP151988	230.53	6.26	4.27
EP161988	187.62	11.95	7.82
EP171988	413.53	17.04	6.27
EP181988	272.25	11.99	5.67
EP191988	226.51	10.81	3.14
EP201988	370.04	15.15	10.28
EP011989	1140.79	16.68	9.51
EP021989	731.41	9.17	5.8
EP031989	1210.55	21.94	9.16
EP041989	540.09	16.41	12.86
EP051989	1269.79	19.85	11.14
EP061989	3360.88	31.09	13.66
EP071989	1323.74	24.46	16.97
EP081989	1099.58	26.29	20.36
EP091989	977.18	12.71	9.05
EP101989	1306.19	15.43	8.37
EP111989	848.91	14.93	11.79
EP121989	2507.64	13.71	9.5
EP131989	522.08	9.14	5.12
EP141989	484.46	7.46	4.75
EP151989	1650.67	15.87	6.88
EP161989	738.78	12.17	10.26
EP171989	1372.94	15.56	11.44
EP181989	1689.21	12.78	8.8
EP191989	873.98	11.94	8.09
EP201989	138.21	5.84	3.29
EP211989	2216.2	28.54	9.17
EP221989	816.57	18.25	7.16
EP231989	N/A	N/A	N/A
EP241989	415.53	15.7	4.95
EP011990	1601.94	15.72	11.61
EP021990	1437.1	20.49	10.41
EP031990	1003.69	11.01	5.4
EP041990	703.76	6.86	6.17
EP051990	1678.55	15.29	11.19
EP061990	914.79	20.48	9.53
EP071990	1548.88	12.85	9.56
EP081990	1980.04	14.55	9.71
EP091990	2129.78	10.28	7.72
EP101990	1785.4	17.03	7.44
CP011990	2582.35	33.88	13.88
EP111990	226.52	7.69	4.19
EP121990	908.4	14.09	11.65
EP131990	2318.94	18.13	12.47
EP141990	1777.28	12.89	8.46
EP151990	2364.93	14.43	11.26
EP161990	2355.23	11.92	7.27
EP171990	1548.53	15.87	6.79
EP181990	912.32	16.6	12.67
EP191990	1775.31	13.51	8.7
EP201990	642.57	11.55	8.93
EP211990	1719.06	53.76	12.36
EP221990	1365.65	12.76	9.9
EP231990	2085.76	18.83	5.27
EP241990	1377.58	10.0	5.74
EP011991	231.39	4.41	2.57
EP021991	1667.49	14.69	9.58
EP031991	2418.97	15.2	9.16
EP041991	917.59	12.38	6.12
EP051991	288.46	9.08	8.01
EP061991	1782.96	18.75	11.89
EP071991	2840.37	16.19	12.14
EP081991	2107.39	17.98	13.01
EP091991	1765.59	22.81	11.77
EP101991	206.0	7.1	5.72
EP111991	362.52	10.0	5.04
EP121991	2092.17	11.74	7.75
EP131991	3286.61	13.0	7.94
EP141991	1567.57	10.44	6.37
EP151991	2042.91	13.56	7.74
EP161991	1196.25	18.17	8.67
CP011992	3693.97	20.27	11.62
CP021992	244.23	7.04	4.07
EP011992	544.95	9.01	5.34
EP021992	269.13	6.93	6.41
EP031992	281.62	10.07	9.39
EP041992	2574.32	13.68	8.76
EP051992	2178.42	19.8	12.1
EP061992	1642.4	10.8	8.29
EP071992	2474.28	15.87	10.06
EP081992	3698.41	23.92	13.12
EP091992	1151.38	15.76	10.66
EP101992	1198.79	13.05	9.99
EP111992	3316.87	19.67	11.28
EP121992	649.22	11.3	9.02
EP131992	1553.24	16.17	14.38
EP141992	1496.56	22.46	13.25
EP151992	1043.55	20.34	12.42
EP161992	1500.69	18.4	14.71
EP171992	3274.37	19.01	11.37
EP181992	2856.69	28.43	14.88
EP191992	799.14	16.22	6.05
EP201992	2673.54	17.25	6.46
EP211992	1440.64	11.06	6.16
EP221992	3665.36	14.97	6.3
EP231992	646.47	14.64	6.04
EP241992	903.0	20.86	10.32
EP251992	349.79	12.86	11.66
EP261992	2205.73	19.89	13.62
EP271992	817.81	10.1	6.49
CP031992	268.01	22.21	11.17
EP011993	641.79	7.15	3.24
EP021993	274.12	11.12	6.53
EP031993	1186.06	17.81	9.89
EP041993	1105.02	20.84	10.06
EP051993	1577.72	16.26	10.52
EP061993	2850.54	25.56	12.84
CP011993	4282.45	15.81	8.7
EP071993	3301.06	19.52	13.42
EP081993	2350.71	12.48	7.12
EP091993	1758.35	12.04	7.41
EP101993	441.68	17.74	14.72
EP111993	1575.97	13.26	8.47
EP121993	2066.55	10.65	7.03
EP131993	1958.97	32.35	14.41
EP141993	749.41	16.89	7.35
EP151993	464.26	13.97	4.84
EP161993	682.24	11.51	7.58
EP171993	517.76	12.47	9.59
EP011994	1127.96	16.3	9.4
EP021994	658.78	20.31	10.98
EP031994	1692.68	13.97	10.08
EP041994	1943.39	17.11	12.96
EP051994	2252.8	15.11	10.43
EP061994	1670.07	19.21	13.92
EP071994	3308.53	20.74	14.14
EP081994	4158.67	17.88	10.05
EP091994	632.29	12.91	9.58
CP011994	1149.47	14.56	9.58
EP111994	1254.47	17.12	12.3
EP101994	7243.39	32.36	10.06
EP121994	860.01	18.22	10.24
EP131994	2363.46	18.77	13.58
EP141994	1980.72	14.33	12.23
CP021994	981.54	15.78	11.69
EP151994	1404.14	13.5	10.17
EP161994	615.73	14.59	9.33
EP171994	1333.32	10.93	7.41
EP181994	615.73	8.67	4.66
EP191994	1067.35	33.9	7.29
CP031994	859.59	20.23	7.16
EP011995	670.86	18.56	15.97
EP021995	620.31	6.64	4.49
EP031995	2437.18	16.21	9.91
EP041995	1037.1	12.42	8.64
EP051995	1292.54	13.54	6.16
EP061995	866.32	12.63	5.77
EP071995	1072.92	12.57	6.88
EP081995	1383.1	17.45	8.54
EP091995	1598.09	14.02	9.51
EP101995	961.86	22.01	13.71
EP111995	1284.18	11.08	5.35
EP011996	774.53	13.09	9.22
EP021996	391.7	7.81	4.66
EP031996	704.18	7.08	4.05
EP041996	857.06	12.82	7.94
EP051996	684.34	15.12	12.51
EP061996	134.55	5.74	4.49
EP071996	2402.74	18.57	12.51
EP081996	933.79	12.77	5.56
CP011996	1166.74	14.84	10.23
EP091996	1147.15	19.08	10.08
EP101996	1129.38	10.56	4.18
EP111996	821.23	20.92	7.96
EP121996	1126.64	18.53	10.43
EP011997	863.71	11.95	6.16
EP021997	843.2	15.62	14.05
EP031997	661.81	16.78	12.26
EP041997	647.77	10.62	9.81
EP051997	846.66	9.88	7.84
EP061997	2159.49	14.5	12.41
EP071997	1562.83	17.1	14.47
EP081997	2475.78	23.88	12.89
CP011997	303.74	14.92	10.12
EP091997	6665.29	19.93	11.34
EP101997	1052.31	14.38	8.77
EP111997	1039.89	16.99	13.33
EP121997	828.51	14.18	7.97
CP021997	4600.91	23.14	9.59
EP131997	867.03	12.48	11.12
EP141997	1533.24	12.51	7.74
EP151997	317.08	5.84	3.52
EP161997	1818.86	23.02	7.85
EP171997	2793.59	13.54	7.16
CP031997	856.99	19.11	15.87
EP181997	821.23	15.16	7.2
CP041997	546.2	19.99	13.01
EP191997	921.27	23.89	10.97
CP051997	4058.31	17.46	7.12
EP011998	1190.27	18.74	9.45
EP021998	565.18	14.78	10.47
EP031998	2318.19	13.37	11.04
EP041998	1044.97	17.29	10.88
EP051998	2557.98	15.74	11.84
EP061998	2800.67	14.59	11.67
EP071998	821.75	12.62	9.78
EP081998	1340.11	14.44	8.93
CP011998	720.08	17.47	10.0
EP091998	2292.2	13.15	9.8
EP101998	588.41	11.96	8.92
EP111998	986.33	10.76	5.14
EP121998	103.97	4.09	2.48
EP131998	472.14	7.64	4.92
EP141998	1591.83	10.11	5.77
EP151998	451.56	10.83	4.7
EP011999	922.24	14.47	8.54
EP021999	1873.53	15.14	10.07
EP031999	454.24	16.12	12.62
EP041999	760.84	21.45	15.85
EP051999	488.11	11.87	10.17
EP061999	231.46	8.43	7.71
EP071999	5667.76	19.31	13.3
EP081999	2514.33	14.98	11.03
EP091999	315.82	12.69	7.52
EP101999	1115.31	14.45	8.45
EP111999	136.61	11.6	7.59
EP121999	529.79	10.33	5.26
EP131999	851.96	12.29	7.89
EP141999	468.83	9.52	7.1
EP012000	664.31	11.43	5.03
EP022000	596.08	10.49	5.84
EP032000	1535.12	14.38	9.84
EP042000	247.19	12.72	10.3
CP012000	1550.06	19.78	15.2
EP052000	545.44	19.91	15.15
EP062000	4377.97	19.19	13.77
EP072000	885.2	12.57	9.84
EP082000	879.35	12.65	8.14
EP092000	1161.72	11.3	8.07
EP102000	1265.91	15.07	8.79
EP112000	724.44	11.05	9.29
CP022000	369.07	14.53	12.3
EP122000	364.34	6.08	3.57
EP132000	266.74	8.06	3.71
EP142000	2030.77	15.98	9.4
EP152000	293.61	13.25	6.99
EP162000	492.62	12.1	7.5
EP172000	1003.25	9.87	5.39
EP182000	1203.84	17.69	13.38
EP192000	893.27	16.64	8.21
EP012001	925.93	11.05	5.51
EP022001	2086.46	20.03	13.91
EP032001	536.1	17.39	11.17
EP042001	777.41	13.35	9.97
EP052001	1707.01	15.23	9.48
EP062001	305.58	11.98	8.49
EP072001	945.66	12.82	5.84
EP082001	1169.26	22.49	8.86
EP092001	1538.61	22.38	16.03
CP012001	500.49	18.52	13.9
EP102001	1263.76	18.34	11.7
EP112001	2032.27	17.08	7.21
EP122001	807.55	11.84	8.41
CP022001	1053.54	29.55	15.96
EP132001	621.39	13.18	9.41
EP142001	171.51	8.82	7.15
EP152001	1574.66	14.44	8.75
EP162001	1329.33	16.38	11.66
EP172001	733.73	11.97	8.15
EP012002	1201.67	12.91	6.46
EP022002	237.35	7.82	2.83
EP032002	663.36	25.52	15.8
EP042002	1503.09	16.17	8.64
EP052002	2015.43	19.74	12.92
EP062002	2563.63	19.82	12.57
EP072002	558.93	12.54	11.65
EP082002	4235.68	31.21	14.12
CP012002	1827.03	17.48	11.71
CP022002	1357.71	21.79	11.31
EP092002	1236.09	11.65	8.24
EP102002	1489.02	12.64	8.27
EP112002	645.97	10.33	6.33
EP122002	972.39	15.49	7.72
EP132002	350.6	11.76	9.74
EP142002	1194.7	22.06	12.89
EP152002	1277.71	13.06	6.45
CP032002	1731.29	24.32	6.87
EP162002	447.21	10.84	8.28
EP012003	2368.51	18.88	14.62
EP022003	490.66	6.23	2.73
EP032003	430.1	8.31	6.62
EP042003	628.91	14.81	10.48
EP052003	1500.15	16.84	11.37
EP062003	2288.84	20.04	14.13
EP072003	1515.11	16.48	10.98
EP082003	1184.82	17.62	11.62
CP012003	1610.93	22.52	11.19
EP092003	527.16	6.7	4.18
EP102003	3141.96	19.5	15.4
EP112003	962.69	11.59	5.94
EP122003	1046.57	9.69	4.59
EP132003	1186.87	18.83	7.17
EP142003	1026.65	23.56	5.7
EP152003	776.65	9.74	6.77
EP162003	981.1	12.37	6.81
EP012004	421.52	11.15	4.39
EP022004	635.82	12.15	10.6
CP012004	657.18	20.01	13.69
EP032004	1588.02	18.02	9.8
EP042004	1402.63	13.26	8.06
EP052004	1759.22	15.44	12.75
EP062004	105.65	8.79	5.87
EP072004	1389.77	14.47	8.91
EP082004	779.95	11.82	7.65
EP092004	928.04	15.12	8.59
EP102004	2358.26	16.44	12.28
EP112004	2055.89	12.17	7.97
EP122004	1877.65	10.52	6.14
EP132004	1869.96	24.12	8.78
EP142004	597.54	13.66	9.05
EP152004	269.5	9.19	6.42
EP162004	451.3	15.2	12.61
EP012005	528.91	8.38	6.71
EP022005	859.27	13.01	7.96
EP032005	1672.73	15.93	9.61
EP042005	575.81	12.51	8.72
EP052005	790.84	13.11	9.41
CP012005	537.82	14.6	9.96
EP062005	1664.22	11.54	8.67
EP072005	599.36	10.76	5.55
EP082005	2061.05	16.49	10.41
EP092005	1331.66	10.59	6.73
EP102005	2605.25	14.91	8.35
EP112005	2384.1	10.87	6.21
EP122005	179.66	10.2	4.99
EP132005	1044.89	23.7	8.71
EP142005	1057.99	9.6	5.51
EP152005	971.36	11.07	5.4
EP162005	1143.46	11.92	7.62
EP012006	335.78	7.05	3.73
EP022006	248.29	9.8	6.9
EP032006	2080.51	17.85	13.34
EP042006	1805.77	15.26	9.4
EP052006	2603.49	16.35	9.23
EP062006	1905.87	13.1	7.94
EP072006	1713.32	16.76	14.28
EP082006	588.0	9.05	6.13
EP092006	1884.43	13.96	9.24
CP012006	5433.07	40.61	11.04
EP102006	1420.88	16.65	7.64
EP112006	1518.82	14.67	8.41
EP122006	1339.57	12.49	5.45
EP132006	777.47	10.8	8.44
EP142006	555.95	7.22	4.41
CP022006	2149.0	16.72	9.68
CP032006	397.07	10.06	7.35
EP152006	1240.17	20.37	7.66
EP162006	1027.95	14.43	8.57
CP042006	1345.19	15.37	6.23
EP172006	945.7	15.57	7.77
EP182006	314.19	9.63	5.24
EP192006	254.97	7.14	4.25
EP202006	85.51	8.06	7.12
EP212006	624.28	6.78	3.72
EP012007	1053.4	7.94	4.18
EP022007	406.85	6.41	4.34
EP032007	495.31	10.48	5.9
EP042007	414.76	10.32	8.64
EP052007	451.28	13.11	12.53
EP062007	3183.74	19.35	12.94
EP072007	1353.46	11.39	6.84
EP082007	305.89	9.81	8.5
EP092007	2097.18	13.91	11.28
EP102007	898.27	11.38	8.32
EP112007	1437.82	16.34	8.62
EP122007	944.25	10.47	5.83
EP132007	688.23	11.2	4.99
EP142007	994.95	11.06	6.91
EP152007	1677.82	11.41	5.71
EP012008	309.36	12.3	8.7
EP022008	1840.19	11.67	8.52
EP032008	940.7	9.77	7.47
EP042008	679.91	11.14	6.29
EP052008	316.57	11.95	8.79
EP062008	3017.99	16.46	12.57
EP072008	2049.06	20.72	10.67
EP082008	2346.9	16.08	10.03
EP092008	2383.29	13.98	9.93
CP012008	3198.1	20.12	11.34
EP102008	1374.63	10.4	5.73
EP112008	702.49	14.07	7.81
EP122008	250.14	11.21	6.95
EP132008	884.44	9.95	7.42
EP142008	2308.37	14.67	5.27
EP152008	1646.63	20.06	8.89
EP162008	1067.83	13.07	8.9
EP172008	876.5	12.56	8.12
EP182008	687.88	13.22	11.46
EP012009	310.49	12.53	7.39
EP022009	511.09	10.45	7.1
EP032009	1166.82	11.97	8.1
EP042009	1476.83	14.15	9.47
EP052009	1832.76	16.41	12.73
EP062009	1336.28	17.37	14.85
EP072009	1314.29	15.86	11.53
EP082009	2034.23	13.71	10.59
EP092009	1306.84	11.65	9.08
CP012009	1944.7	14.7	8.53
EP102009	3366.58	17.53	12.47
EP112009	2635.66	16.53	10.71
EP122009	1113.02	14.84	11.59
EP132009	1563.93	13.15	7.79
CP022009	1443.58	16.6	8.91
EP142009	1525.74	12.83	6.69
EP152009	1094.74	8.79	5.01
EP162009	1273.69	13.03	7.32
EP172009	1265.77	9.23	7.03
EP182009	634.73	11.96	8.82
EP192009	567.75	9.3	6.31
EP202009	1503.29	24.47	10.91
CP032009	1607.63	17.16	8.12
EP012010	255.74	11.12	6.63
EP022010	78.62	5.69	4.37
EP032010	1307.93	13.6	7.03
EP042010	1927.16	11.8	6.56
EP052010	1407.94	11.7	6.31
EP062010	1064.28	16.44	10.43
EP072010	1115.28	13.71	7.43
EP082010	481.77	11.17	7.3
EP092010	1309.37	11.88	7.53
EP102010	344.18	7.48	6.37
EP112010	186.26	9.85	7.85
EP122010	539.47	12.5	8.99
CP012010	1867.59	20.39	11.53
EP012011	1226.85	10.67	7.05
EP022011	678.85	16.53	9.17
EP032011	1335.24	14.76	7.95
EP042011	1880.54	16.23	9.79
EP052011	2680.34	13.31	10.67
EP062011	1652.13	12.73	9.83
EP072011	1658.1	21.96	11.05
EP082011	360.47	9.51	7.56
EP092011	2057.68	10.97	7.0
EP102011	1168.37	10.98	6.71
EP112011	2081.23	14.62	6.31
EP122011	773.67	9.32	5.21
EP132011	1967.24	19.52	10.93
EP012012	903.55	8.43	6.02
EP022012	1095.03	13.3	7.6
EP032012	774.32	16.64	10.11
EP042012	3047.75	18.49	12.7
EP052012	3267.41	17.45	12.66
EP062012	1933.02	10.1	8.26
EP072012	1227.97	11.8	6.4
EP082012	1017.6	11.84	4.85
EP092012	2330.03	12.31	8.44
EP102012	991.71	14.21	8.7
EP112012	1424.2	9.71	7.42
EP122012	817.51	9.76	7.17
EP132012	1372.84	10.5	5.32
EP142012	402.17	11.99	8.39
EP152012	608.82	12.82	6.34
EP162012	1113.18	20.7	10.31
EP172012	504.81	5.26	3.24
EP012013	905.4	13.99	10.78
EP022013	347.43	11.64	6.91
EP032013	2161.48	16.19	12.42
EP042013	1178.34	9.9	4.91
EP052013	1111.15	11.39	8.82
EP062013	2212.25	20.55	16.76
EP072013	1797.59	14.27	9.66
EP082013	2613.4	21.45	10.89
CP012013	2191.98	14.54	8.91
CP022013	2405.03	18.7	14.32
CP032013	3941.09	23.41	13.98
EP092013	1176.5	11.68	6.54
EP102013	802.14	22.58	15.12
EP112013	576.68	7.04	4.37
EP122013	667.19	12.94	6.18
EP132013	780.78	10.31	5.21
EP142013	967.85	13.62	7.01
EP152013	948.28	14.17	12.13
EP162013	875.02	10.69	7.29
EP172013	1699.77	10.2	5.78
EP182013	611.97	22.16	8.97
EP012014	690.12	8.85	3.97
EP022014	275.1	5.07	3.53
EP032014	1198.17	8.98	4.99
EP042014	1461.35	15.31	5.94
EP052014	209.74	6.99	3.5
EP062014	862.21	16.32	11.97
CP012014	390.05	13.31	8.13
EP072014	5320.84	25.67	10.31
EP082014	1438.67	14.87	11.42
EP092014	2856.2	19.72	10.85
EP102014	3668.97	15.89	9.41
EP112014	2936.62	15.21	7.89
EP122014	1924.5	12.01	6.82
EP132014	2693.76	14.98	9.98
EP142014	1229.06	10.01	6.02
EP152014	1435.22	21.08	7.39
EP162014	1282.92	16.35	8.91
EP172014	1804.58	11.23	6.99
EP182014	1222.78	12.99	5.66
EP192014	1612.77	12.38	7.91
CP022014	3408.11	41.69	10.72
EP202014	219.44	7.24	5.23
EP212014	1345.15	13.41	8.62
EP012015	1440.24	11.22	6.15
EP022015	1388.61	17.54	7.36
EP032015	881.53	11.01	5.05
EP042015	1259.38	16.87	10.5
CP012015	4603.22	15.46	9.71
CP022015	1709.64	11.71	8.38
EP052015	2127.35	13.44	8.06
EP062015	1206.7	9.76	5.44
EP072015	988.67	11.02	7.85
EP082015	1143.01	15.4	12.7
EP092015	3305.26	20.69	11.24
EP102015	1827.3	14.61	8.7
EP112015	1298.97	17.72	13.53
CP032015	4818.55	24.22	8.28
CP042015	1895.67	31.61	10.19
EP122015	4196.47	35.42	11.1
EP132015	3340.75	17.21	8.98
EP142015	856.45	9.42	6.49
EP152015	1563.07	12.47	6.51
CP052015	1308.07	15.06	9.48
EP162015	304.37	19.61	15.06
CP062015	1160.23	9.54	6.45
EP172015	428.63	6.49	4.2
CP072015	3790.13	81.37	17.07
CP082015	698.1	16.64	6.46
EP182015	1409.3	14.89	9.03
EP192015	3012.68	20.28	9.3
EP202015	1185.43	22.44	11.71
EP212015	1433.28	12.61	7.46
EP222015	1327.97	14.79	9.22
CP092015	484.52	9.07	4.25
CP012016	1212.2	10.77	4.93
EP012016	335.93	11.42	7.0
EP022016	1673.31	13.47	9.96
EP032016	2145.83	14.72	9.93
EP042016	3851.97	14.88	10.35
EP052016	2042.28	11.63	9.46
EP062016	2223.26	14.97	10.01
EP072016	1667.61	13.32	7.31
EP082016	1852.26	13.66	8.58
EP092016	2153.86	15.82	12.82
EP102016	2163.5	16.93	11.27
EP112016	761.66	13.18	8.65
EP122016	1645.12	10.13	7.41
EP132016	1877.55	14.34	10.43
EP142016	243.81	9.04	8.13
EP152016	1221.28	17.08	13.16
EP162016	1172.96	11.83	7.24
EP172016	986.01	13.77	11.74
EP182016	734.63	9.78	5.83
EP192016	1574.3	18.16	8.75
EP202016	1899.71	13.87	9.89
EP212016	492.28	6.03	3.91
EP222016	1215.85	16.1	6.15
EP012017	342.98	11.46	5.72
EP022017	177.17	6.64	4.22
EP032017	161.37	5.07	3.84
EP042017	1408.16	13.05	8.38
EP052017	1318.65	9.84	8.14
EP062017	2433.96	12.17	9.01
EP072017	2330.4	12.96	9.96
EP082017	627.04	9.26	6.15
EP092017	2972.24	16.15	10.77
EP102017	1744.55	11.9	5.93
EP112017	523.15	13.86	5.45
EP122017	1498.73	14.09	11.35
EP132017	2040.65	14.64	8.3
EP142017	961.49	12.69	8.43
EP152017	1600.89	14.56	6.84
EP162017	219.37	9.81	5.22
EP172017	792.76	5.94	4.13
EP182017	427.77	9.4	5.09
EP192017	160.8	8.94	6.7
EP202017	221.31	8.36	5.41

Percentage of evidence that support the hypothesis:

Degree	Percentage
70	67.14%
71	68.13%
72	68.52%
73	68.89%
74	69.36%
75	69.73%
76	70.18%
77	70.92%
78	71.22%
79	71.69%
80	71.93%
81	72.08%
82	72.43%
83	72.63%
84	72.97%
85	73.37%
86	73.64%
87	73.62%
88	73.62%
89	73.62%
90	76.14%
91	74.75%
92	74.75%
93	74.75%
94	74.73%
95	74.65%
96	74.88%
97	74.88%
98	74.83%
99	74.90%
100	75.02%
101	74.83%
102	74.80%
103	74.68%
104	74.60%
105	74.53%
106	74.51%
107	74.65%
108	74.53%
109	74.53%
110	74.36%
